"KEY","en","notes","sp","fr","de","it","pt-br"
"FURNITURE_DESC_SET_CUTE_SIDETABLE2","","","","","","",""
"FURNITURE_NAME_OBJECT_WOOD_TABLE","木材 桌","","Mesa de madera","Table en bois","Holztisch","Tavolo di legno","Mesa de madeira"
"FURNITURE_DESC_OBJECT_WOOD_TABLE","","","","","","",""
"FURNITURE_NAME_OBJECT_STATUE_LION","守護 獅 雕像","","Estatua de león guardián","Statue de lion gardien","Löwenwächterstatue","Statua del Leone Guardiano","Estátua do leão guardião"
"FURNITURE_DESC_OBJECT_STATUE_LION","","","","","","",""
"FURNITURE_NAME_OBJECT_STATUE_JESUS","基督 這救贖者 雕像","","Estatua del Cristo Redentor","Statue du Christ Rédempteur","Jesusstatue","Statua del Cristo Redentore","Estátua do Cristo Redentor"
"FURNITURE_DESC_OBJECT_STATUE_JESUS","","","","","","",""
"FURNITURE_NAME_OBJECT_STATUE_DEVIL","巴風特 雕像","","Estatua de Bafomet","Statue de Baphomet","Statue von Baphomet","Statua di Bafometto","Estátua de Baphomet"
"FURNITURE_DESC_OBJECT_STATUE_DEVIL","","","","","","",""
"FURNITURE_NAME_OBJECT_STATUE_MERMAID","這小 美人魚 雕像","","Estatua de la Sirenita","Statue de la Petite Sirène","Statue der kleinen Meerjungfrau","Statua della Sirenetta","Estátua da pequena sereia"
"FURNITURE_DESC_OBJECT_STATUE_MERMAID","","","","","","",""
"FURNITURE_NAME_OBJECT_STATUE_LOTUS","神主 濕婆 雕像","","Estatua de Shiva","Statue Adiyogi Shiva","Shivastatue","Statua di Shiva","Estátua de Shiva"
"FURNITURE_DESC_OBJECT_STATUE_LOTUS","","","","","","",""
"FURNITURE_NAME_OBJECT_STATUE_BUDDAH","笑臉 佛 雕像","","Estatua de Buda sonriente","Statue de Bouddha rieur","Statue des lachenden Buddha","Statua del Buddha Sorridente","Estátua do Buda risonho"
"FURNITURE_DESC_OBJECT_STATUE_BUDDAH","","","","","","",""
"FURNITURE_NAME_OBJECT_STATUE_LUCKYCAT","招財 貓 雕像","","Estatua de gato de la suerte","Statue de Maneki Neko","Maneki Neko","Statua di Maneki Neko","Estátua de Maneki Neko"
"FURNITURE_DESC_OBJECT_STATUE_LUCKYCAT","","","","","","",""
"FURNITURE_NAME_OBJECT_STATUE_BAST","巴斯特 雕像","","Estatua de Bastet","Statue de Bastet","Bastetstatue","Statua di Bastet","Estátua de Bastet"
"FURNITURE_DESC_OBJECT_STATUE_BAST","","","","","","",""
"FURNITURE_NAME_OBJECT_STATUE_DARUMA","達摩 雕像","","Estatua de Daruma","Statue de Daruma","Darumastatue","Statua di Daruma","Estátua de Daruma"
"FURNITURE_DESC_OBJECT_STATUE_DARUMA","","","","","","",""
"FURNITURE_NAME_OBJECT_STATUE_EASTERISLANDSMALL","小型 復活節 島 頭","","Cabeza pequeña de la isla de Pascua","Petite tête de l'île de Pâques","Kleine Moai-Statue","Testa piccola dell'Isola di Pasqua","Cabeça pequena da Ilha de Páscoa"
"FURNITURE_DESC_OBJECT_STATUE_EASTERISLANDSMALL","","","","","","",""
"FURNITURE_NAME_OBJECT_STATUE_EASTERISLANDMEDIUM","中型 復活節 島 頭","","Cabeza mediana de la isla de Pascua","Tête de l'île de Pâques","Mittelgroße Moai-Statue","Testa media dell'Isola di Pasqua","Cabeça média da Ilha de Páscoa"
"FURNITURE_DESC_OBJECT_STATUE_EASTERISLANDMEDIUM","","","","","","",""
"FURNITURE_NAME_OBJECT_STATUE_EASTERISLANDLARGE","大型 復活節 島 頭","","Cabeza grande de la isla de Pascua","Grande tête de l'île de Pâques","Große Moai-Statue","Testa grande dell'Isola di Pasqua","Cabeça grande da Ilha de Páscoa"
"FURNITURE_DESC_OBJECT_STATUE_EASTERISLANDLARGE","","","","","","",""
"FURNITURE_NAME_OBJECT_VASE_LARGE","大型空花瓶","","Jarrón grande vacío","Grande vase vide","Große leere Vase","Grosso vaso vuoto","Vaso grande vazio"
"FURNITURE_DESC_OBJECT_VASE_LARGE","","","","","","",""
"FURNITURE_NAME_OBJECT_PLANT_TENTACLE","盆栽 觸手","","Tiesto con tentáculo","Tentacule en pot","Eingetopftes Tentakel","Tentacolo in vaso","Tentáculo no vaso"
"FURNITURE_DESC_OBJECT_PLANT_TENTACLE","","","","","","",""
"FURNITURE_NAME_OBJECT_PLANT_MONSTERA","盆栽 龜背芋","","Tiesto con monstera","Monstera en pot","Eingetopfte Monstera","Monstera in vaso","Costela de Adão no vaso"
"FURNITURE_DESC_OBJECT_PLANT_MONSTERA","","","","","","",""
"FURNITURE_NAME_OBJECT_PLANT_SPIKEY","盆栽 龍血樹","","Tiesto con dracaena","Dracaena en pot","Eingetopfte Dracaena","Dracena in vaso","Dracaena no vaso"
"FURNITURE_DESC_OBJECT_PLANT_SPIKEY","","","","","","",""
"FURNITURE_NAME_OBJECT_PLANT_BUSH","盆栽 黃楊","","Tiesto con boj","Buis en pot","Eingetopfter Buchsbaum","Bosso in vaso","Buxo no vaso"
"FURNITURE_DESC_OBJECT_PLANT_BUSH","","","","","","",""
"FURNITURE_NAME_OBJECT_PLANT_POTATO","盆栽 馬鈴薯","","Tiesto con patatas","Patate en pot","Eingetopfte Kartoffel","Patata in vaso","Batata no vaso"
"FURNITURE_DESC_OBJECT_PLANT_POTATO","","","","","","",""
"FURNITURE_NAME_OBJECT_PLANT_FLOWERS","花瓶 之雛菊","","Florero con margaritas","Vase de marguerites","Vase mit Gänseblümchen","Vaso di margherite","Vaso de margaridas"
"FURNITURE_DESC_OBJECT_PLANT_FLOWERS","","","","","","",""
"FURNITURE_NAME_OBJECT_PLANT_ORCHID","盆栽 蘭花","","Tiesto con orquídeas","Orchidée en pot","Eingetopfte Orchidee","Orchidea in vaso","Orquídea no vaso"
"FURNITURE_DESC_OBJECT_PLANT_ORCHID","","","","","","",""
"FURNITURE_NAME_OBJECT_PLANT_DAISY","盆栽 雛菊","","Tiesto con margaritas","Marguerite en pot","Eingetopftes Gänseblümchen","Margherita in vaso","Margarida no vaso"
"FURNITURE_DESC_OBJECT_PLANT_DAISY","","","","","","",""
"FURNITURE_NAME_OBJECT_PLANT_RAFFLESIA","盆栽 大王花","","Tiesto con rafflesia","Rafflesia en pot","Eingetopfte Raflesien","Rafflesia in vaso","Rafflesia no vaso"
"FURNITURE_DESC_OBJECT_PLANT_RAFFLESIA","","","","","","",""
"FURNITURE_NAME_OBJECT_PLANT_PIRANHASPLANT","盆栽 食人花 植物","","Tiesto con planta piraña","Plante Piranha en pot","Eingetopfte Piranha-Pflanze","Pianta piranha in vaso","Planta carnívora no vaso"
"FURNITURE_DESC_OBJECT_PLANT_PIRANHASPLANT","","","","","","",""
"FURNITURE_NAME_OBJECT_PLANT_CACTUS","盆栽 仙人掌怪","","Tiesto con cactilio","Pampa en pot","Eingetopfter Kaktuar","Cactuar in vaso","Cactuar no vaso"
"FURNITURE_DESC_OBJECT_PLANT_CACTUS","","","","","","",""
"FURNITURE_NAME_OBJECT_FISHTANK_BLOWFISH","河豚 水族箱","","Pecera con pez globo","Aquarium de poisson-globe","Aquarium (Kugelfisch)","Acquario di pesci palla","Aquário de baiacus"
"FURNITURE_DESC_OBJECT_FISHTANK_BLOWFISH","","","","","","",""
"FURNITURE_NAME_OBJECT_FISHTANK_CATFISH","鯰魚 水族箱","","Pecera con pez gato","Aquarium de poisson-chat","Aquarium (Wels)","Acquario di pesci gatto","Aquário de bagres"
"FURNITURE_DESC_OBJECT_FISHTANK_CATFISH","","","","","","",""
"FURNITURE_NAME_OBJECT_FISHTANK_BOOZE","酒 水族箱","","Pecera con bebercio","Aquarium de beuverie","Aquarium (Flasche)","Acquario di pesci alcool","Aquário de bebida"
"FURNITURE_DESC_OBJECT_FISHTANK_BOOZE","","","","","","",""
"FURNITURE_NAME_OBJECT_FISHTANK_TADPOLES","蝌蚪 水族箱","","Pecera con renacuajo","Aquarium de têtard","Aquarium (Kaulquappe)","Acquario di girini","Aquário de girinos"
"FURNITURE_DESC_OBJECT_FISHTANK_TADPOLES","","","","","","",""
"FURNITURE_NAME_OBJECT_FISHTANK_MERMAID","斐濟 美人魚 水族箱","","Pecera con la sirena de Fiyi","Aquarium de sirène des Fidji","Aquarium (Fidschi-Meerjungfrau)","Acquario di sirene delle Fiji","Aquário de sereias de Fiji"
"FURNITURE_DESC_OBJECT_FISHTANK_MERMAID","","","","","","",""
"FURNITURE_NAME_OBJECT_FISHTANK_WHALE","幼鯨水族箱","","Pecera con cría de ballena","Aquarium de baleineau","Aquarium (Babywal)","Acquario di baby balene","Aquário de baleias bebês"
"FURNITURE_DESC_OBJECT_FISHTANK_WHALE","","","","","","",""
"FURNITURE_NAME_OBJECT_FISHTANK_SMALL_TADPOLES","小型 蝌蚪 水族箱","","Pecera con renacuajo pequeño","Petit aquarium de têtard","Aquarium (Kleine Kaulquappe)","Acquario piccolo di girini","Aquário pequeno de girinos"
"FURNITURE_DESC_OBJECT_FISHTANK_SMALL_TADPOLES","","","","","","",""
"FURNITURE_NAME_OBJECT_FISHTANK_SMALL_POOP","小型 便便 水族箱","","Pecera con caca pequeña","Petit aquarium de caca","Aquarium (Kleines Häufchen)","Acquario piccolo di cacche","Aquário pequeno de cocôs"
"FURNITURE_DESC_OBJECT_FISHTANK_SMALL_POOP","","","","","","",""
"FURNITURE_NAME_OBJECT_FISHTANK_SMALL_SKULL","小型 頭骨 水族箱","","Pecera con cráneo pequeño","Petit aquarium de crâne","Aquarium (Kleiner Schädel)","Acquario piccolo di teschi","Aquário pequeno de crânios"
"FURNITURE_DESC_OBJECT_FISHTANK_SMALL_SKULL","","","","","","",""
"FURNITURE_NAME_OBJECT_FISHTANK_SMALL_FISH","小型 金魚 水族箱","","Pecera con pez dorado pequeño","Petit aquarium de poisson rouge","Aquarium (Kleiner Goldfisch)","Acquario piccolo di pesci rossi","Aquário pequeno de peixinhos dourados"
"FURNITURE_DESC_OBJECT_FISHTANK_SMALL_FISH","","","","","","",""
"FURNITURE_NAME_OBJECT_FISHTANK_SMALL_LILFISH","小型 小魚 水族箱","","Pecera con foxino pequeño","Petit aquarium de vairon","Aquarium (Kleine Elritze)","Acquario piccolo di esche","Aquário pequeno de tanictis"
"FURNITURE_DESC_OBJECT_FISHTANK_SMALL_LILFISH","","","","","","",""
"FURNITURE_NAME_OBJECT_FISHTANK_SMALL_LILFISHES","小型 小魚 家族 水族箱","","Pecera con familia de foxinos","Petit aquarium famille de vairons","Aquarium (Kleine Elritzenfamilie)","Acquario piccolo di famiglie di esche","Aquário pequeno de família de tanictis"
"FURNITURE_DESC_OBJECT_FISHTANK_SMALL_LILFISHES","","","","","","",""
"FURNITURE_NAME_OBJECT_RADIO_30S","30年代 收音機","","Radio de los años 30 ","Radio des années&nbsp;30","30er-Radio ","Radio anni '30","Rádio dos anos 30"
"FURNITURE_DESC_OBJECT_RADIO_30S","","","","","","",""
"FURNITURE_NAME_OBJECT_RADIO_40S","40年代 收音機","","Radio de los años 40","Radio des années&nbsp;40","40er-Radio","Radio anni '40","Rádio dos anos 40"
"FURNITURE_DESC_OBJECT_RADIO_40S","","","","","","",""
"FURNITURE_NAME_OBJECT_RADIO_50S","50年代 收音機","","Radio de los años 50","Radio des années&nbsp;50","50er-Radio","Radio anni '50","Rádio dos anos 50"
"FURNITURE_DESC_OBJECT_RADIO_50S","","","","","","",""
"FURNITURE_NAME_OBJECT_RADIO_80S","80年代 收音機","","Radio ochentera","Radio des années&nbsp;80","80er-Radio","Radio anni '80","Rádio dos anos 80"
"FURNITURE_DESC_OBJECT_RADIO_80S","","","","","","",""
"FURNITURE_NAME_OBJECT_RADIO_ATOMIC","原子 收音機","","Radio atómica","Radio atomique","Radioaktives Radio","Radio atomica","Rádio atômico"
"FURNITURE_DESC_OBJECT_RADIO_ATOMIC","","","","","","",""
"FURNITURE_NAME_OBJECT_RADIO_70S","70年代 收音機","","Radio setentera","Radio des années&nbsp;70","70er-Radio","Radio anni '70","Rádio dos anos 70"
"FURNITURE_DESC_OBJECT_RADIO_70S","","","","","","",""
"FURNITURE_NAME_OBJECT_RADIO_90S","90年代 收音機","","Radio noventera","Radio des années&nbsp;90","90er-Radio","Radio anni '90","Rádio dos anos 90"
"FURNITURE_DESC_OBJECT_RADIO_90S","","","","","","",""
"FURNITURE_NAME_OBJECT_RADIO_60S","60年代 收音機","","Radio sesentera","Radio des années&nbsp;60","60er-Radio","Radio anni '60","Rádio dos anos 60"
"FURNITURE_DESC_OBJECT_RADIO_60S","","","","","","",""
"FURNITURE_NAME_OBJECT_TAXIDERMY_PIG","標本 豬","","Cerdo disecado","Cochon empaillé","Ausgestopftes Schwein","Maiale impagliato","Porco empalhado"
"FURNITURE_DESC_OBJECT_TAXIDERMY_PIG","","","","","","",""
"FURNITURE_NAME_OBJECT_TAXIDERMY_BAT","標本 蝙蝠","","Murciélago disecado","Chauve-souris empaillée","Ausgestopfte Fledermaus","Pipistrello impagliato","Morcego empalhado"
"FURNITURE_DESC_OBJECT_TAXIDERMY_BAT","","","","","","",""
"FURNITURE_NAME_OBJECT_TAXIDERMY_FISH","標本 鱈魚","","Bacalao disecado","Cabillaud empaillé","Ausgestopfter Kabeljau","Merluzzo impagliato","Bacalhau empalhado"
"FURNITURE_DESC_OBJECT_TAXIDERMY_FISH","","","","","","",""
"FURNITURE_NAME_OBJECT_TAXIDERMY_BIRD","標本 鴿子","","Palomo disecado","Pigeon empaillé","Ausgestopfte Taube","Piccione impagliato","Pombo empalhado"
"FURNITURE_DESC_OBJECT_TAXIDERMY_BIRD","","","","","","",""
"FURNITURE_NAME_OBJECT_TAXIDERMY_TURTLE","標本 烏龜","","Tortuga disecada","Tortue empaillée","Ausgestopfte Schildkröte","Tartaruga impagliata","Tartaruga empalhada"
"FURNITURE_DESC_OBJECT_TAXIDERMY_TURTLE","","","","","","",""
"FURNITURE_NAME_OBJECT_TAXIDERMY_LIZARD","標本 鬣蜥","","Iguana disecada","Iguane empaillé","Ausgestopfter Iguana","Iguana impagliata","Iguana empalhada"
"FURNITURE_DESC_OBJECT_TAXIDERMY_LIZARD","","","","","","",""
"FURNITURE_NAME_OBJECT_TAXIDERMY_SNAKE","標本 蛇","","Serpiente disecada","Serpent empaillé","Ausgestopfte Schlange","Serpente impagliato","Cobra empalhada"
"FURNITURE_DESC_OBJECT_TAXIDERMY_SNAKE","","","","","","",""
"FURNITURE_NAME_OBJECT_TAXIDERMY_SQUIRREL","標本 松鼠","","Ardilla disecada","Écureuil empaillé","Ausgestopftes Eichhörnchen","Scoiattolo impagliato","Esquilo empalhado"
"FURNITURE_DESC_OBJECT_TAXIDERMY_SQUIRREL","","","","","","",""
"FURNITURE_NAME_OBJECT_TAXIDERMY_MOUSE","標本 滑鼠","","Ratón disecado","Souris empaillée","Ausgestopfte Maus","Topo impagliato","Camundongo empalhado"
"FURNITURE_DESC_OBJECT_TAXIDERMY_MOUSE","","","","","","",""
"FURNITURE_NAME_OBJECT_TAXIDERMY_GOPHER","標本 地鼠","","Taltuza disecada","Gauphre empaillé","Ausgestopftes Erdhörnchen","Geomide impagliato","Geômis empalhado"
"FURNITURE_DESC_OBJECT_TAXIDERMY_GOPHER","","","","","","",""
"FURNITURE_NAME_OBJECT_TAXIDERMY_CROW","標本 烏鴉","","Cuervo disecado","Corbeau empaillé","Ausgestopfte Krähe","Corvo impagliato","Corvo empalhado"
"FURNITURE_DESC_OBJECT_TAXIDERMY_CROW","","","","","","",""
"FURNITURE_NAME_OBJECT_TAXIDERMY_RAT","標本 老鼠","","Rata disecada","Rat empaillé","Ausgestopfte Ratte","Ratto impagliato","Rato empalhado"
"FURNITURE_DESC_OBJECT_TAXIDERMY_RAT","","","","","","",""
"FURNITURE_NAME_OBJECT_ELECTRONICS_MONITOR","電腦螢幕","","Monitor de PC","Écran d'ordinateur","PC-Monitor","Monitor del PC","Monitor"
"FURNITURE_DESC_OBJECT_ELECTRONICS_MONITOR","","","","","","",""
"FURNITURE_NAME_OBJECT_ELECTRONICS_PC","個人電腦","","PC","PC","PC","PC","PC"
"FURNITURE_DESC_OBJECT_ELECTRONICS_PC","","","","","","",""
"FURNITURE_NAME_OBJECT_ELECTRONICS_PRINTER","印表機","","Impresora","Imprimante","Drucker","Stampante","Impressora"
"FURNITURE_DESC_OBJECT_ELECTRONICS_PRINTER","","","","","","",""
"FURNITURE_NAME_OBJECT_ELECTRONICS_LAPTOP","筆電","","Portátil","PC portable","Laptop","Computer portatile","Laptop"
"FURNITURE_DESC_OBJECT_ELECTRONICS_LAPTOP","","","","","","",""
"FURNITURE_NAME_OBJECT_ELECTRONICS_VHS","錄影帶 播放器","","Reproductor VHS","Lecteur de cassettes","Videorekorder","Lettore VHS","Videocassete"
"FURNITURE_DESC_OBJECT_ELECTRONICS_VHS","","","","","","",""
"FURNITURE_NAME_OBJECT_ELECTRONICS_DVDPLAYER","光碟 播放器","","Reproductor DVD","Lecteur de DVD","DVD-Player","Lettore DVD","DVD Player"
"FURNITURE_DESC_OBJECT_ELECTRONICS_DVDPLAYER","","","","","","",""
"FURNITURE_NAME_OBJECT_ELECTRONICS_SPEAKER","喇叭","","Altavoz","Enceinte","Lautsprecher","Altoparlante","Alto-falante"
"FURNITURE_DESC_OBJECT_ELECTRONICS_SPEAKER","","","","","","",""
"FURNITURE_NAME_OBJECT_BOOKS1","書本 甲","","Libros A","Livres&nbsp;A","Bücher A","Libri A","Livros A"
"FURNITURE_DESC_OBJECT_BOOKS1","","","","","","",""
"FURNITURE_NAME_OBJECT_BOOKS2","書本 乙","","Libros B","Livres&nbsp;B","Bücher B","Libri B","Livros B"
"FURNITURE_DESC_OBJECT_BOOKS2","","","","","","",""
"FURNITURE_NAME_OBJECT_BOOKS3","書本 丙","","Libros C","Livres&nbsp;C","Bücher C","Libri C","Livros C"
"FURNITURE_DESC_OBJECT_BOOKS3","","","","","","",""
"FURNITURE_NAME_OBJECT_BOOKS4","書本 丁","","Libros D","Livres&nbsp;D","Bücher D","Libri D","Livros D"
"FURNITURE_DESC_OBJECT_BOOKS4","","","","","","",""
"FURNITURE_NAME_OBJECT_BOOKS5","書本 戊","","Libros E","Livres&nbsp;E","Bücher E","Libri E","Livros E"
"FURNITURE_DESC_OBJECT_BOOKS5","","","","","","",""
"FURNITURE_NAME_OBJECT_BOOKS6","書本 己","","Libros F","Livres&nbsp;F","Bücher F","Libri F","Livros F"
"FURNITURE_DESC_OBJECT_BOOKS6","","","","","","",""
"FURNITURE_NAME_OBJECT_BOOKS7","書本 庚","","Libros G","Livres&nbsp;G","Bücher G","Libri G","Livros G"
"FURNITURE_DESC_OBJECT_BOOKS7","","","","","","",""
"FURNITURE_NAME_OBJECT_BOOKS8","書本 辛","","Libros H","Livres&nbsp;H","Bücher H","Libri H","Livros H"
"FURNITURE_DESC_OBJECT_BOOKS8","","","","","","",""
"FURNITURE_NAME_OBJECT_BOOKS9","書本 壬","","Libros I","Livres&nbsp;I","Bücher I","Libri I","Livros I"
"FURNITURE_DESC_OBJECT_BOOKS9","","","","","","",""
"FURNITURE_NAME_OBJECT_BOOKS10","書本","","Libro","Livre","Buch","Libro","Livro"
"FURNITURE_DESC_OBJECT_BOOKS10","","","","","","",""
"FURNITURE_NAME_OBJECT_BOOKS11","書本 癸","","Libros J","Livres&nbsp;J","Bücher J","Libri J","Livros J"
"FURNITURE_DESC_OBJECT_BOOKS11","","","","","","",""
"FURNITURE_NAME_OBJECT_BOOKS12","書本 子","","Libros K","Livres&nbsp;K","Bücher K","Libri K","Livros K"
"FURNITURE_DESC_OBJECT_BOOKS12","","","","","","",""
"FURNITURE_NAME_OBJECT_PLANT_CUTECACTUS","盆栽 仙人掌","","Tiesto con cactus","Cactus en pot","Eingetopfter Kaktus","Cactus in vaso","Cacto no vaso"
"FURNITURE_DESC_OBJECT_PLANT_CUTECACTUS","","","","","","",""
"FURNITURE_NAME_OBJECT_PLANT_SUNFLOWER","盆栽 向日葵","","Tiesto con girasol","Tournesol en pot","Eingetopfte Sonnenblume","Girasole in vaso","Girassol no vaso"
"FURNITURE_DESC_OBJECT_PLANT_SUNFLOWER","","","","","","",""
"FURNITURE_NAME_OBJECT_PLANT_MUSHROOM","盆栽 蘑菇","","Tiesto con seta","Champignon en pot","Eingetopfter Pilz","Fungo in vaso","Cogumelo no vaso"
"FURNITURE_DESC_OBJECT_PLANT_MUSHROOM","","","","","","",""
"FURNITURE_NAME_OBJECT_PLANT_MUSHROOMS","盆栽 蘑菇","","Tiesto con setas","Champignons en pot","Eingetopfte Pilze","Funghi in vaso","Cogumelos no vaso"
"FURNITURE_DESC_OBJECT_PLANT_MUSHROOMS","","","","","","",""
"FURNITURE_NAME_OBJECT_PLANT_BULB1","盆栽 綠 球莖","","Tiesto con bulbo verde","Bulbe vert en pot","Eingetopfte grüne Knolle","Bulbo verde in vaso","Bulbo verde no vaso"
"FURNITURE_DESC_OBJECT_PLANT_BULB1","","","","","","",""
"FURNITURE_NAME_OBJECT_PLANT_BULB2","盆栽 藍 球莖","","Tiesto con bulbo azul","Bulbe bleu en pot","Eingetopfte blaue Knolle","Bulbo blu in vaso","Bulbo azul no vaso"
"FURNITURE_DESC_OBJECT_PLANT_BULB2","","","","","","",""
"FURNITURE_NAME_OBJECT_PLANT_BULB3","盆栽 黃 球莖","","Tiesto con bulbo amarillo","Bulbe jaune en pot","Eingetopfte gelbe Knolle","Bulbo giallo in vaso","Bulbo amarelo no vaso"
"FURNITURE_DESC_OBJECT_PLANT_BULB3","","","","","","",""
"FURNITURE_NAME_OBJECT_PLANT_FLYTRAP","維納斯 捕蠅草","","Atrapamoscas","Dionée attrape-mouche","Venusfliegenfalle","Venere acchiappamosche","Dionaea muscipula"
"FURNITURE_DESC_OBJECT_PLANT_FLYTRAP","","","","","","",""
"FURNITURE_NAME_OBJECT_VASE_DASIY","花 花瓶","","Florero","Vase de fleurs","Blumenvase","Vaso di Fiori","Vaso de flores"
"FURNITURE_DESC_OBJECT_VASE_DASIY","","","","","","",""
"FURNITURE_NAME_OBJECT_VASE_STICKS","枝 花瓶","","Jarrón con ramitas","Vase de branches","Vase mit Zweigen","Vaso con rami","Vaso com galho"
"FURNITURE_DESC_OBJECT_VASE_STICKS","","","","","","",""
"FURNITURE_NAME_OBJECT_TELEPHONE_10S","古董 電話","","Teléfono antiguo ","Téléphone antique","Antikes Telefon ","Telefono antico","Telefone antigo"
"FURNITURE_DESC_OBJECT_TELEPHONE_10S","","","","","","",""
"FURNITURE_NAME_OBJECT_COFFEN","棺材","","Ataúd","Cercueil","Sarg","Bara","Caixão"
"FURNITURE_DESC_OBJECT_COFFEN","","","","","","",""
"FURNITURE_NAME_OBJECT_BARREL","桶","","Barril","Tonneau","Fass","Barile","Barril"
"FURNITURE_DESC_OBJECT_BARREL","","","","","","",""
"FURNITURE_NAME_OBJECT_TOXICWASTE","有毒 廢棄物","","Residuo tóxico","Déchets toxiques","Giftmüll","Rifiuti tossici","Lixo tóxico"
"FURNITURE_DESC_OBJECT_TOXICWASTE","","","","","","",""
"FURNITURE_NAME_OBJECT_CRATE","木箱","","Caja","Caisse","Kiste","Cassa","Caixa"
"FURNITURE_DESC_OBJECT_CRATE","","","","","","",""
"FURNITURE_NAME_OBJECT_CHEST","胸腔","","Cofre","Coffre","Truhe","Baule","Baú"
"FURNITURE_DESC_OBJECT_CHEST","","","","","","",""
"FURNITURE_NAME_OBJECT_BOX","紙板 箱","","Caja de cartón","Carton","Pappbox","Scatola di cartone","Caixa de papelão"
"FURNITURE_DESC_OBJECT_BOX","","","","","","",""
"FURNITURE_NAME_OBJECT_ELECTRONICS_MICROWAVE","微波爐 甲","","Microondas A","Micro-ondes&nbsp;A","Mikrowelle A","Microonde A","Micro-ondas A"
"FURNITURE_DESC_OBJECT_ELECTRONICS_MICROWAVE","","","","","","",""
"FURNITURE_NAME_OBJECT_ELECTRONICS_MICROWAVE2","微波爐 乙","","Microondas B","Micro-ondes&nbsp;B","Mikrowelle B","Microonde B","Micro-ondas B"
"FURNITURE_DESC_OBJECT_ELECTRONICS_MICROWAVE2","","","","","","",""
"FURNITURE_NAME_OBJECT_ELECTRONICS_MICROWAVE3","微波爐 丙","","Microondas C","Micro-ondes&nbsp;C","Mikrowelle C","Microonde C","Micro-ondas C"
"FURNITURE_DESC_OBJECT_ELECTRONICS_MICROWAVE3","","","","","","",""
"FURNITURE_NAME_OBJECT_CINDERBLOCK1","煤渣磚","","Bloque de hormigón","Parpaing","Betonblock","Blocco di cemento","Bloco de concreto"
"FURNITURE_DESC_OBJECT_CINDERBLOCK1","","","","","","",""
"FURNITURE_NAME_OBJECT_CINDERBLOCK2","小型 煤渣磚","","Bloque de hormigón pequeño","Petit parpaing","Kleiner Betonblock","Blocco di cemento piccolo","Bloco de concreto pequeno"
"FURNITURE_DESC_OBJECT_CINDERBLOCK2","","","","","","",""
"FURNITURE_NAME_OBJECT_ROCK","岩石","","Roca","Pierre","Stein","Roccia","Pedra"
"FURNITURE_DESC_OBJECT_ROCK","","","","","","",""
"FURNITURE_NAME_OBJECT_SMALLROCK","小型 岩石","","Roca pequeña","Caillou","Kleiner Stein","Piccola roccia","Pedra pequena"
"FURNITURE_DESC_OBJECT_SMALLROCK","","","","","","",""
"FURNITURE_NAME_OBJECT_DIAMOND","鑽石","","Diamante","Diamant","Diamant","Diamante","Diamante"
"FURNITURE_DESC_OBJECT_DIAMOND","","","","","","",""
"FURNITURE_NAME_OBJECT_ELECTRONICS_ORB","電漿 寶珠","","Orbe plasmático","Orbe de plasma","Plasmakugel","Sfera di plasma","Orbe de plasma"
"FURNITURE_DESC_OBJECT_ELECTRONICS_ORB","","","","","","",""
"FURNITURE_NAME_OBJECT_CRYSTALBALL","水晶 球","","Bola de cristal","Boule de cristal","Kristallkugel","Sfera di cristallo","Bola de cristal"
"FURNITURE_DESC_OBJECT_CRYSTALBALL","","","","","","",""
"FURNITURE_NAME_OBJECT_ELECTRONICS_LAVALAMP","熔岩燈","","Lámpara de lava","Lampe à lave","Lavalampe","Lampada di lava","Luminária de lava"
"FURNITURE_DESC_OBJECT_ELECTRONICS_LAVALAMP","","","","","","",""
"FURNITURE_NAME_OBJECT_ELECTRONICS_FAN","小型 風扇","","Ventilador pequeño","Petit ventilateur","Kleiner Ventilator","Ventilatore piccolo","Ventilador pequeno"
"FURNITURE_DESC_OBJECT_ELECTRONICS_FAN","","","","","","",""
"FURNITURE_NAME_OBJECT_JAR_EMPTY","破損 罐","","Tarro roto","Bocal cassé","Kaputtes Glas","Barattolo rotto","Pote quebrado"
"FURNITURE_DESC_OBJECT_JAR_EMPTY","","","","","","",""
"FURNITURE_NAME_OBJECT_JAR_HEAD1","頭 中 罐 甲","","Cabeza en un tarro A","Tête en bocal&nbsp;A","Kopf im Glas A","Testa in barattolo A","Cabeça no pote A"
"FURNITURE_DESC_OBJECT_JAR_HEAD1","","","","","","",""
"FURNITURE_NAME_OBJECT_JAR_HEAD2","頭 中 罐 乙","","Cabeza en un tarro B","Tête en bocal&nbsp;B","Kopf im Glas B","Testa in barattolo B","Cabeça no pote B"
"FURNITURE_DESC_OBJECT_JAR_HEAD2","","","","","","",""
"FURNITURE_NAME_OBJECT_JAR_EGGS","罐 之蛋","","Tarro con huevos","Bocal d'œufs","Glas mit Eiern","Barattolo di uova","Pote de ovos"
"FURNITURE_DESC_OBJECT_JAR_EGGS","","","","","","",""
"FURNITURE_NAME_OBJECT_JAR_CAT","連體 貓 中 罐","","Gato conjunto en un tarro","Chats fusionnés en bocal","Siamesische Katzen im Glas","Gatto siamese in barattolo","Gatos siameses no pote"
"FURNITURE_DESC_OBJECT_JAR_CAT","","","","","","",""
